0, 1.54209
1, 0.927368
2, 0.890308
3, 0.651025
4, 0.633301
5, 0.624438
6, 0.590601
7, 0.571265
8, 0.745288
9, 0.704199
10, 0.684058
11, 0.669556
12, -1.1875
13, 0.4625
14, -1.39375
15, 1.08125
16, 1.08125
17, -0.56875
18, -0.56875
19, 0.22644
20, 0.179712
21, 0.35293
22, 0.313452
23, 0.282837
24, 0.0411377
25, -0.00559082
26, -0.0297607
27, 0.126538
28, 0.05
29, -0.18042
30, -0.191699
31, -0.209424
32, -0.246484
33, -0.253735
34, -0.0740723
35, -0.0805176
36, -0.131274
37, -0.372974
38, -0.404395
39, -0.447095
40, -0.266626
41, -0.277905
42, -0.297241
43, -0.335107
44, -0.3625
45, -0.618701
46, -0.638037
47, -0.663818
48, -0.671069
49, -0.490601
50, -0.493823
51, -0.553442
52, -0.787085
53, -0.814478
54, -0.868457
55, -0.692822
56, -0.72666
57, -0.749219
58, -0.768555
59, -0.983667
60, -1.00381
61, -1.03442
62, -1.04248
63, -1.05859
64, -0.895044
65, -0.904712
66, -0.927271
67, -0.927271
68, -0.940967
69, -0.976416
70, -1.21731
71, -1.173
72, -1.41309
73, -1.44128
74, -1.46143
75, -1.47432
76, -1.48721
77, -1.49446
78, -1.31802
79, -1.32849
80, -1.35669
81, -1.37441
82, -1.38811
83, -1.59436
84, -1.38811
85, -1.59436
86, -1.59436
87, -1.59436
88, -1.59436
89, -1.59436
90, -1.59436
91, -1.59436
92, -1.59436
93, -1.59436
94, -1.59436
95, -1.59436
96, -1.59436
97, -1.59436
98, -1.59436
99, -1.59436
100, -1.59436
101, -1.59436
102, -1.59436
103, -1.59436
104, -1.38408
105, -1.36797
106, -1.35508
107, -1.33252
108, -1.33252
109, -1.29788
110, -1.29546
111, -1.48479
112, -1.45498
113, -1.42598
114, -1.4147
115, -1.18025
116, -1.14802
117, -1.12949
118, -1.09243
119, -1.28015
120, -1.26243
121, -1.25679
122, -1.22456
123, -1.19395
124, -0.966748
125, -0.936133
126, -0.913574
127, -1.08438
128, -1.04731
129, -0.735522
130, -0.877319
131, -0.563916
132, -0.638037
133, -0.304492
134, -0.418896
135, -0.0724609
136, 0.0685303
137, 0.141846
138, 0.279614
139, 0.202271
140, 1.2875
141, -0.98125
142, 0.74126
143, 0.640552
144, 0.927368
145, 0.792017
146, 0.870972
147, -1.39375
148, -0.98125
149, 1.30845
150, 1.36404
151, 1.20935
152, 1.23997
153, 1.27139
154, 1.51953
155, 1.53242
156, 1.54773
157, 1.54128
158, 1.53
159, 1.50986
160, 1.27542
161, 1.23513
162, 1.3874
163, 1.32134
164, -0.15625
165, 0.25625
166, 0.847607
167, 0.775903
168, 0.658276
169, 0.754956
170, 1.2875
171, -0.775
172, 0.202271
173, 0.289282
174, 0.147485
175, -0.194922
176, -0.12644
177, -0.448706
178, -0.342358
179, -0.480933
180, -0.8177
181, -0.710547
182, -1.02959
183, -0.931299
184, -1.23503
185, -1.09001
186, -1.1875
187, -1.45095
188, -1.30996
189, -1.35427
190, -1.39294
191, -1.59919
192, -1.59919
193, -1.59919
194, -1.59919
195, -1.59919
196, -1.37361
197, -1.33333
198, -1.46787
199, -1.40986
200, -1.12708
201, -1.26565
202, -0.968359
203, -1.07954
204, -0.751636
205, -0.852344
206, -0.652539
207, -0.3198
208, -0.4052
209, -0.25293
210, 0.0556396
211, -0.00800781
212, 0.320703
213, -0.775
214, -0.775
215, 0.704199
216, 0.613965
217, 0.9177
218, 0.812964
219, -0.56875
220, -1.39375
221, -1.39375
222, 1.30039
223, 1.38982
224, 1.21982
225, 1.26494
226, 1.49778
227, 1.5147
228, 1.54209
229, 1.54451
230, 1.55901
231, 1.55498
232, 1.53564
233, 1.51953
234, 1.26978
235, 1.23352
236, 1.18679
237, 1.32778
238, -0.3625
239, 1.49375
240, -0.15625
241, 0.787988
242, 0.648608
243, 0.745288
244, 0.875
245, -1.6
246, 0.215967
247, 0.346484
248, 0.0201904
249, 0.108008
250, -0.189282
251, -0.0877686
252, -0.411646
253, -0.324634
254, -0.667847
255, -0.561499
256, -0.845093
257, -0.770972
258, -1.06665
259, -0.972388
260, -1.26162
261, -1.14883
262, -1.43
263, -1.29465
264, -1.32446
265, -1.38247
266, -1.58872
267, -1.58872
268, -1.58872
269, -1.58872
270, -1.58872
271, -1.58872
272, -1.36394
273, -1.30593
274, -1.45417
275, -1.16736
276, -1.27129
277, -0.964331
278, -1.06101
279, -0.770166
280, -0.846704
281, -0.551025
282, -0.662207
283, -0.337524
284, -0.446289
285, -0.366528
286, -0.0547363
287, -0.172363
288, 0.125732
289, 0.278809
290, 0.217578
291, 1.49375
292, 1.49375
293, 0.565625
294, 0.920923
295, 0.816187
296, -0.56875
297, 0.25625
298, 0.66875
299, 1.29153
300, 1.36646
301, 1.21338
302, 1.2593
303, 1.49939
304, 1.52356
305, 1.53564
306, 1.54128
307, 1.55337
308, 1.54934
309, 1.50342
310, 1.27058
311, 1.24319
312, 1.2166
313, 1.38096
314, 1.30684
315, -0.15625
316, -1.1875
317, -0.98125
318, 0.962817
319, 0.653442
320, 0.705811
321, 0.66875
322, 0.235303
323, 0.323926
324, 0.0177734
325, 0.106396
326, -0.239233
327, -0.118384
328, -0.461597
329, -0.360083
330, -0.501074
331, -0.87168
332, -0.745996
333, -1.0449
334, -0.940967
335, -1.23181
336, -1.10291
337, -1.1875
338, -1.46868
339, -1.32043
340, -1.3583
341, -1.56455
342, -1.56455
343, -1.56455
344, -1.56455
345, -1.56455
346, -1.56455
347, -1.56455
348, -1.38005
349, -1.35186
350, -1.30432
351, -1.45095
352, -1.39617
353, -1.09968
354, -1.23342
355, -0.925659
356, -0.75647
357, -0.868457
358, -0.548608
359, -0.636426
360, -0.340747
361, -0.455957
362, -0.111938
363, 0.0798096
364, -0.0136475
365, 0.315063
366, 0.228052
367, -0.775
368, -0.98125
369, 0.575293
370, 0.633301
371, 0.937036
372, 0.817798
373, -0.775
374, -1.1875
375, 0.875
376, 1.33423
377, 1.19163
378, 1.2311
379, 1.26414
380, 1.50583
381, 1.53242
382, 1.54209
383, 1.53887
384, 1.54934
385, 1.53323
386, 1.5147
387, 1.28186
388, 1.23674
389, 1.18599
390, 1.3447
391, 0.66875
392, -1.39375
393, 1.49375
394, -1.39375
395, 0.781543
396, 0.875
397, 0.579321
398, 0.66875
399, -0.775
400, -1.39375
401, 0.318286
402, 0.149902
403, -0.203784
404, -0.140942
405, -0.267432
406, -0.607422
407, -0.524438
408, -0.67832
409, -1.00059
410, -0.883765
411, -0.979639
412, -1.27693
413, -1.1593
414, -1.42678
415, -1.47109
416, -1.3293
417, -1.39053
418, -1.59678
419, -1.59678
420, -1.59678
421, -1.59678
422, -1.59678
423, -1.59678
424, -1.59678
425, -1.38489
426, -1.34863
427, -1.30835
428, -1.45256
429, -1.40825
430, -1.10371
431, -1.21006
432, -0.923242
433, -1.0175
434, -0.733911
435, -0.848315
436, -0.534106
437, -0.624341
438, -0.298047
439, -0.434204
440, -0.124023
441, -0.181226
442, 0.14104
443, 0.313452
444, 0.218384
445, -0.98125
446, 0.66875
447, 0.590601
448, 0.922534
449, 0.812964
450, 0.66875
451, 0.875
452, 0.66875
453, 1.36404
454, 1.21016
455, 1.24722
456, 1.49456
457, 1.52839
458, 1.53323
459, 1.53967
460, 1.5429
461, 1.54128
462, 1.51309
463, 1.26736
464, 1.24963
465, 1.19485
466, 1.32698
467, -1.39375
468, -0.56875
469, 0.859692
470, 0.772681
471, 0.900781
472, 0.586572
473, 0.678418
474, 0.4625
475, -1.1875
476, 0.34729
477, 0.0459717
478, -0.0426514
479, -0.207007
480, -0.103076
481, -0.439844
482, -0.322217
483, -0.624341
484, -0.552637
485, -0.679126
486, -1.0022
487, -0.910352
488, -1.20603
489, -1.18186
490, -1.46384
491, -1.30916
492, -1.35186
493, -1.55811
494, -1.55811
495, -1.55811
496, -1.55811
497, -1.55811
498, -1.55811
499, -1.55811
500, -1.37925
501, -1.33735
502, -1.30513
503, -1.44773
504, -1.16575
505, -1.10854
506, -1.23745
507, -0.921631
508, -1.02798
509, -0.736328
510, -0.807227
511, -0.497852
512, -0.578418
513, -0.284351
514, -0.13772
515, -0.0563477
516, 0.0814209
517, -0.00881348
518, 0.330371
519, 0.214355
520, -0.56875
521, 0.4625
522, 0.770264
523, 0.66311
524, 0.796851
525, 0.858887
526, -0.56875
527, 1.08125
528, 1.32537
529, 1.3592
530, 1.20532
531, 1.25447
532, 1.28186
533, 1.53
534, 1.55498
535, 1.55579
536, 1.5429
537, 1.51228
538, 1.50342
539, 1.25608
540, 1.20291
541, 1.35759
542, 1.31086
543, 1.2875
